text,isToxic
2024?,0.0
 the worst song in the world,0.0
"Why did everyone hate this rewind so much???? like he's not that bad, he's just irrelevant",1.0
,0.0
 YAHHH,0.0
20 million dislikes,0.0
So melting lipstick is science! Let the dislikes keep coming.,0.0
You're the worst person ever.,1.0
BRO 20M DISLIKES IS CRAZY MY MAN,0.0
Reached 20 M dislikes,0.0
Cool rewind,0.0
Why had millions disliked?,0.0
Bro only one word decribe this cringe,0.0
K P O P,0.0
Fortnite???,0.0
Who came here bc of odd one is out?,0.0
nope ,0.0
CRINGE,0.0
You're a total dumbass.,1.0
" GUYS, LET'S DO THE IN MY FELLINGS CHALLENGE.""",0.0
TRUE,0.0
keep in mind that this video has 20M dislikes,0.0
You ruin everything.,1.0
This video have 3M likes and 19M dislikes before YouTube disable the dislike button ,0.0
.He had 10 million . Thats pretty famous,0.0
Came back to dislike this video,0.0
You are the worst kind of person.,1.0
How is this even bad YouTubers are just stupid  So far this is good And good they got rid of dislikes Just stop hitting on YouTube people just stop,1.0
at this point its not about whether cam won or not its about the money he made 600$ are you kidding me he got his money back plus 100$ for free,0.0
this is why they removed dislikes,0.0
20m dislikes ,0.0
Wow 3.5 million likes and 0 dislikes! This video must be. Masterpiece cant wait to watch it ,0.0
Its funneh!!!,0.0
Who is here in 2024? ,0.0
they got bullyed so hard they removed the dislike button,0.0
,0.0
20M dislikes is crazy,0.0
Me to,0.0
Why is half of the 2018 rewind Fortnite,0.0
,0.0
bruh over 5 years later and still people are commenting every 30 minutes that just goes to show how BAD it really was.,0.0
Cause this should be dedicated to youtube not tik tok,0.0
nick eh 30 is here the king,0.0
You don't understand,0.0
How can you tell?,0.0
This is the most disliked video on youtube!,0.0
Who else is here from 2028 to celebrate the 10 year anniversary of the most disliked YouTube video of all time?,0.0
" ""guys let's do the in my feelings challenge""",0.0
20m dislikes and counting,0.0
Im in 2024 now,0.0
The two parts with Will Smith are the only good parts lol and marshmallow is good,0.0
20 mil,0.0
I can't stand you at all.,1.0
"20m now, dislikes tuirned on using yt dislike shower",0.0
bruh,0.0
 ????,0.0
 they are not,0.0
Guess what this is the most disliked video ever!!,0.0
Bro Jaden sneaks in the reference to pewdiepie : gets like 1m subs boost,0.0
You're the worst person I've ever met.,1.0
Lets give the people what they want Famous last words,0.0
help,0.0
insane,0.0
20M dislike,0.0
20m dislikes,0.0
God watching this in 2024 fills me with hate,1.0
anyone in 2024 ??,0.0
"Date: 5/18/2024, Currently sitting at 20 Million dislikes",0.0
Why do people hate this?,1.0
Ok now this has 20M dislikes gawd,0.0
pi song people!!! are in the video,0.0
Can someone please tell me why this is the most disliked YouTube video? Like is there any particular reason or something??,0.0
Whos here in 2024 ,0.0
yes..,0.0
Dislike,0.0
Lets be honest.. its not as bad as we all pretended.,0.0
Didn't understand why many Dislikes than likesI liked the video,0.0
Lucas the Spider ATE THE WHOLE REWIND!!,0.0
"Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.",1.0
Does anyone else realise there is an extension to bring dislikes back?,0.0
 odds1out,0.0
,0.0
Youtube got upset people disliked the video and removed the dislike button.,0.0
 name ,0.0
20 MIL DISLIKES IS CRAZYYY,0.0
Idk y nobody liked it. Its my fav video so far. Remembering the thing of the past so wholesome ,0.0
Estoy aqu por un video de Theodd1sout,0.0
"People of the future: this has 3M likes, 20M dislikes. Never forget",0.0
You're such a crybaby.,1.0
LMAOO,0.0
 hello fellow ___________,1.0
This rewind stuff is dumb in my opinion,1.0
a really good rewind it wouldve been even better with pewdiepie in it,0.0
Jaden is the OG,0.0
EVER,0.0
20M Dislikes,0.0
M A R K    A S S   B R O W N L E E,0.0
"as of 30th May 2024, this video has 20,429,428 dislikes (20.4M)",0.0
Who is the guy that has nugget in there YouTube name and animates,0.0
"This was good, it deserves a dislike",0.0
Just keep the dislikes for this video,0.0
People watching in 2024+  ,0.0
20m dislikes,0.0
What is this ,0.0
"En efecto, libro",0.0
Markiplier looks like hes dying inside,0.0
 bro wth,0.0
YouTube nobody likes youtubers acting like some teacher that makes want to feel better,0.0
"3.1 million likes!? OH MY GOD!! This is a dope video!!! Keep it up, Youtube!!!!!!",0.0
Dude 20M dislikes,0.0
 yo,0.0
Its 20 million dislike ic,0.0
We want rewind 2024!!!!!! Who agrees,0.0
,0.0
ok,0.0
why is this so disliked,0.0
You're nothing but trouble.,1.0
AHHHHHHHHHHHHHHHHHHHHHHHHHHHHHH SOMEHOW THE JOJO SIWA SONG HAS A WORSE LIKE RATIO karma - jojo siwa: 11.1% this - 13.4% (i used return youtube dislike extension),0.0
After this YouTube was never the same,0.0
,0.0
You're a total freak.,1.0
When you want to like and dislike at the same time... ,0.0
WAIT THE MINI SPIDER,0.0
ITS FUNNEH,0.0
20.8M dislikes is wild,0.0
Y FERNANFLOO NO SALIO ??? Y ESO QUE ES MAS FAMOSO QUE ELLOS EN ESE TIEMPO CREO,0.0
"""It's rewind time"" - Will smith, 2018",0.0
Newgen,0.0
"3,160,609 likes, but 20,429,590 dislikes. 13.4% of people liked the video and 86.6% disliked.",0.0
megamind 2 trailer is worse then this,0.0
we only called it bad because we didnt know how good we had it,0.0
"Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.",1.0
You're a pathetic excuse for a human being.,1.0
"The spider was named lucas, he was a childhood legend with great music and is a great cartoon      Plus this video is trash the only goods was lucas the spider and the odd ones out",0.0
Nobody knows any of these people except for Nick eh 30 and ninja,0.0
Bro why is this so hated its not even that bad,1.0
 about 8 mil,0.0
the fact this hat 20M dislikes,0.0
How did this get 20 million dislikes? This makes no sense!,0.0
You’re such a pain.,1.0
best video ever!,0.0
20 million dislike hahaha,0.0
You're a total dumbass.,1.0
This is just cringe ,0.0
NOT BABY SHARK ,0.0
"YOUTUBE BRING BACK REWINDS PLSS, the fact that we hate it is litearally the use and beauty of rewinds",1.0
Still the worst after 5 years .,0.0
Muito legal que apareceu brasileiros :),0.0
People who are watching in 2024,0.0
20 M ! (-dislikes),0.0
You're so ugly.,1.0
This video was the main reason that Youtube Hided dislike count,0.0
there are more dislikes on this video than there are people in the entire country of romania,0.0
I can't believe how much you suck.,1.0
20M dislikes currently!!,0.0
1.5/10 bruhhh -19M likes,0.0
bro 20m? dislikes,0.0
Kiki when u love me and my body say that u will never break never gets old,0.0
"""we are the youtube rewind 2018 (extra cringe edition)"" - little timmy",0.0
Now it says zero dislikes,0.0
"3.1M Likes, 20M Dislikes",0.0
Me disliking on purpose,0.0
"Kinda interesting how they included content farms and people who were known to have ""cheese pizza"" in this ",0.0
Pewds 2018 rewind is wayyy better,0.0
20m dislikes lol,0.0
You're such a coward.,1.0
Same thing pal,0.0
ugh,0.0
"No es fasty, fasty es el que traduce,el se llama James,y su canal es the odds1out",0.0
I can't stand looking at you.,1.0
Ok nevermind...,0.0
20 MILLIONN IS WILD,0.0
"Fr, they were mad that Rewind 2018 was bad",0.0
Are we meant to know who half these ppl are,0.0
Cool,0.0
how tf youtube made this in 2018 and they saw it cool af,0.0
Lynaa,0.0
How do we see the dislikes,0.0
 not big enough to be on rewind,0.0
You seriously don't get it,0.0
R.I.P yt rewinds.  You will be missed,0.0
YouTube what are you doing ,0.0
how does this have more dislikes than likes tho???,0.0
19m and 1 dislike,0.0
"Yo but, This is actually kinda good",0.0
Otro dislike para la cuenta,0.0
"Im SO Sad where this Whole Youtube fandom Has Landed. With the Stuff that mess up kids brain, called Brainrot. Using weird content like skibidi toilet, and weird words and pronouciation. And We Still need these Rewinds.",0.0
  ,0.0
This is such a strange time capsule of the pre-covid world.,0.0
wanted to know why this was so hated  and   are crringe as hell but it wasnt that bad looking back,1.0
. How many subs,0.0
Why does everyone dislike this video tho??,0.0
,0.0
TRASH,0.0
crazy that they removed disikes because of this,0.0
Over 20m dislikes!,0.0
This is history,0.0
Who are these people? And what is their problem?,0.0
U just made this? Coment,0.0
Why? It wasn't bad,0.0
 Yaaaaahhhh,0.0
,0.0
Nobody likes you.,1.0
Que paso con los dislikes quiero ver el resultado,0.0
Tbh this is exactly what 2018 was like,0.0
Idk why people hate youtube rewind 2018 its So good,1.0
Where is mrbeast,0.0
You're a total trainwreck.,1.0
"What's up brother  Is ""Nick Eh 30"" ""Sketch"" ??",0.0
lets do the in my felling chalenge,0.0
DONDE ESTA BDC,0.0
Ok why it is bad ??? It is not that bad,0.0
Overhated fr  2022-2024 is absolute hell,1.0
You're a disgrace to everyone.,1.0
HOW CAN THIS BE BAD?,0.0
Mental health is evil,0.0
Does YouTube give themselves the subscriber plaques?,0.0
"oh yeah, youtube cringefest",0.0
Is that the most hated video?,1.0
ytyt,0.0
Need one more in 2025  Those who are intrested  Comment on youtube,0.0
deserved,0.0
20m dislikes lmao,0.0
"Yeah, Its not YouTubes fault that this is what the public made popular",0.0
This is the dumbest thing I've ever seen.,1.0
Jaden ate with that refrence!,0.0
Did yall notice thats funneh in that vid here for proof ,0.0
this is the longest 18 mins of my life,0.0
20M dislikes,0.0
"Because it didn't represent in any kind of way what the youtube in the year of 2018 was, that was the objective... So it was just a stupid joke, irrelevant people that no one cared about.",1.0
Because it absolutely f-ing sucked,1.0
windersson nunes,0.0
Of course Theodd1souts part is the most replayed,0.0
Newgen,0.0
20M dislikes holy shi,0.0
Why no game theory,0.0
Honestly how did we not see the pewdie pie chair in Jaidens dance,0.0
You're a complete idiot.,1.0
cringe,0.0
This one was not bad,0.0
Who is here in 2024? ,0.0
bro what the cringe is this,0.0
"3,1 mio likes, 20 m dislikes.",0.0
....,0.0
I can't believe how stupid you are.,1.0
It was cringe at the time and it still is. It shows how little to no care Youtube gives to its community and audience.,0.0
"Just watched this today 5/12/2024 in Taguig City, Philippines",0.0
People who are here because one of these people are in it: - Jaidenanimations - TheOdd1sOut - Markiplier ,0.0
"This honestly does not look that bad compared to what ""trends"" we have now...",0.0
'      .,0.0
You're completely pathetic.,1.0
"Yep... 20,426,985 dislikes to be exact.",0.0
You’re a waste of time and energy.,1.0
  in my feelings challenge,0.0
Hahaha YouTube you little fool yeh,0.0
"20,424,393 dislikes. this is funny",0.0
The Only Reason Im Here Is From TheOdd1sOut,0.0
You werent there,0.0
You're so pathetic it's sad.,1.0
This is a rough year we lost X and Mac ,0.0
I hate you so much.,1.0
Heck im here for the animators,0.0
Puke. Puke. Puke.,0.0
"This is probably the moment when everything on the internet started to go down to sh*t. Worst moment ever. Disliked, doing my part.",0.0
since youtube removed the dislike count illl tell you how many dislikes this video currently have.  this video has 20 mi dislikes,0.0
My favorite part is after ,0.0
It's nice to come back every so often and reflect on how truly terrible this was.,0.0
20m dislikes now for those that dont have the extension.,0.0
Whats wrong with this video,0.0
hey guys Gcgfdhdhdhhdhfhfdh,0.0
You're a loser and everyone knows it.,1.0
Came here just to dislike.,0.0
frfr,0.0
Where is 20mi likes?,0.0
"incase yall didnt know, there are browser extensions to be able to see dislikes again",0.0
congrats bongo cat! :3,0.0
Fuck off!,1.0
Gahhhhh its rewind time,0.0
3.1m likes/20m dislikes. Just as it should be,0.0
 We Love Fortnite and MarkAss Brownlee,0.0
What is so bad about this??? They are showing all relevant people for that year,0.0
20M dislikes,0.0
You suck at everything.,1.0
"Guys, lets all see what youtube does if we like this video.",0.0
Im sorta Pissed off they gave up on: YouTube Rewind 2020  YouTube Rewind 2021  YouTube Rewind 2022 &  YouTube Rewind 2023,0.0
Came back just to dislike ,0.0
First time watching this in 2024,0.0
Youtube removing dislikes because their video got the most dislikes on the platform is such a youtube moment.,0.0
Ngl Jaiden was the floating door of this sinking titanic of a video,0.0
20million dislikes,0.0
 me,0.0
2024 anyone?,0.0
" No, it was related to YouTube, it's just that the video was really really cringey and awkward that nobody liked it",0.0
 WHYYYYYYY,0.0
youtube hiding their dislikes with this years later,0.0
this makes me angrier than it did when it came out,0.0
Dislike Leaderboard (June 2024) 1. YouTube Rewind 2018: 20.5M+ 2. Baby Shark Dance: 19M+ 3. Baby (Justin Bieber): 15M+ 4. Johny Johny Yes Papa: 13M+ 5. Bath Song: 12M+,0.0
Guys 2024 YouTube rewind plz,0.0
Its kinda sad to see Jaiden Animations in the most disliked video. ,0.0
You're a total disappointment.,1.0
TRUE,0.0
You're a total disaster.,1.0
"yes, it's creamy",0.0
 a joke,0.0
"Ahora que lo veo, 5 aos despus, no estaba tan mal Si, da cringe a morir pero hay videos y canales peores xd",0.0
Honestly a bussing rewind. Much more entertaining than 2017,0.0
Yeah,0.0
MORE HOW THIS BAD ITS AWSOME XD SO FUNNY,0.0
lol me too,0.0
This is the most disliked video,0.0
,0.0
ah,0.0
" PewDiePie, that's who.",0.0
Thank you ijumping music,0.0
" this is so cringe, its not cringe if you like drag race people.",0.0
You ruin everything.,1.0
tbh this is just exactly what 2018 was so it isnt that bad lol,0.0
,0.0
20m dislikes dam,0.0
like dis!,0.0
Me,0.0
it didnt brah,0.0
"Hey guys,lets do the in my feelings challenge!",0.0
"fyi, 20M dislikes (2024)",0.0
Most horrible video ever,0.0
 fr,0.0
bro 20m dislikes,0.0
Mee ,0.0
The toxic gossip train,0.0
Susan Wackajob couldnt take da HEET so she removed the dislikes like how Oceania from 1984 removes any and all forms of opposition via thoughtlolice and mass surveillance,0.0
2024 anymone,0.0
 Enes batur,0.0
You must be a moron to think this is good.,1.0
Remind me to come back in 2030 !?!?!?!?,0.0
Newgen,0.0
"._--_1 It was never that bad, people are just... people.",0.0
Bro its literally trash and very cringe,0.0
it was a joke,0.0
this aged like harry potter,0.0
You're a burden to everyone around you.,1.0
looking back my opinion has not changed,0.0
It has 20 million dislikes for those who can't see as off June 2024,0.0
The cringe of all the people in this video is unreal!,0.0
"20428905 dislikes to 3160503 likes, removing the dislike button did nothing to cover this up and the count should be offically reinstated so people like myself dont have to be annoying by commenting the dislike ratio",1.0
2024 anyone?,0.0
No wonder why this the most hated video on YouTube,1.0
honestly dk why this was so hated it wasnt even that bad,1.0
You must be a moron to think this is good.,1.0
why does this video have 3.1 million likes?,0.0
 okay Im clicking off,0.0
?,0.0
they are goneee,0.0
" no, no need to",0.0
No,0.0
The way that MrBeast and matpat are not there makes it 100 times worse,0.0
anyone here in 2024?,0.0
,0.0
Yuppop,0.0
Fortnite.,0.0
How is this bad,0.0
idk 2018  was fire,0.0
Best youtube rewind no joke,0.0
Who camped from the odds1out,0.0
20 million dislikes!,0.0
Everything was okay until ,0.0
You are so damn annoying.,1.0
Me di ganas de sufrir un rato y vine a ver este pedazo de M1RD que sali hace 5 aos ,0.0
CRINGE ALERT!!!!!!!!!!,0.0
happy 20 million dislikes ,0.0
You're a complete fool.,1.0
Go to hell!,1.0
Anyone in 2024?,0.0
road to 30 mil dislikes,0.0
me,0.0
Ahh yes back when fortnite meant something,0.0
Wait the theodd1isout? ,0.0
"C'est quoi votre nouvelle interface de golmon l, j'suis entrain d'crire  l'extrme droite de mon cran c'est juste pas possible :face-fuchsia-tongue-out:",0.0
Jaiden with the pewdipie reference ,0.0
Bro youtube = kpop,0.0
20M dislikes ,0.0
Yahhh its rewind time,0.0
Beni no existe xddd,0.0
You don't deserve to live.,1.0
"""Let's read the comments"" ",0.0
Everyone hates you.,1.0
20 million....fish under the sea,0.0
You're a complete moron.,1.0
No entendi bulhufas,0.0
Que cagado que despues de que ahora solo hay rewind hispano este video se vea bien xd,0.0
20.419.533 dislikes,0.0
You're a total jerk.,1.0
Example of YouTube not listening to its community,0.0
No one asked u,0.0
This is the most disliked video,0.0
What is happening,0.0
This was an awful video even after rewatching it but we need these back. The whole community coming together to collectivley hate youtube rewind was like getting christmas early,1.0
this is a piece of dogshit,1.0
trash rewind,0.0
it practically wasnt even youtube rewind anymore,0.0
You're completely useless.,1.0
20 million dislikes 3.1m likes is crazy,0.0
it just hit the 1 mil dislikes,0.0
You are so damn stupid.,1.0
Fuck off!,1.0
just totaly disconnected from everything of that years,0.0
GUYS LETS DO THE IN MY FEELINGS CHALLENGE,0.0
YouTube can you banned codis and codis he wont stop his videos says only for kids and he trying to steals everyone videos and image,0.0
This is why YouTube removed dislikes,0.0
You're a total fool.,1.0
"You're so stupid, it's painful.",1.0
Reply with the worst part of this here please.,0.0
This Video was prob the reson tehy removed the dislike botton,0.0
This is not YouTube in 2018,0.0
Disliked successfully,0.0
"Those who are thingking how many dislikes this video have no its 20,420,990 dikslikes",0.0
,0.0
FUNNEH?,0.0
Most disliked video on yt is yt this video,0.0
,0.0
So many dislikes,0.0
I wish you'd shut up.,1.0
just ew,0.0
"The year that made the world become what it is now, SAD",0.0
They got so offended they deleted it if ykyk,0.0
This sucked.,1.0
20M Dislikes is crazy,0.0
